name,japanese_name,percentage_male,type1,type2,height_m,weight_kg,capture_rate,base_egg_steps,base_happiness,abilities,experience_growth,hp,attack,defense,sp_attack,sp_defense,speed,generation,is_legendary,classification
Volcanion,Volcanionボルケニオン,,fire,water,1.7,195.0,3,30720,100,"[""Water Absorb""]",1250000,80,110,120,130,90,70,6,1,Steam Pokémon
Rowlet,Mokurohモクロー,88.1,grass,flying,0.3,1.5,45,3840,70,"[""Overgrow"", ""Long Reach""]",1059860,68,55,55,50,50,42,7,0,Grass Quill Pokémon
Dartrix,Fukuthrowフクスロー,88.1,grass,flying,0.7,16.0,45,3840,70,"[""Overgrow"", ""Long Reach""]",1059860,78,75,75,70,70,52,7,0,Blade Quill Pokémon
Decidueye,Junaiperジュナイパー,88.1,grass,ghost,1.6,36.6,45,3840,70,"[""Overgrow"", ""Long Reach""]",1059860,78,107,75,100,100,70,7,0,Arrow Quill Pokémon
Litten,Nyabbyニャビー,88.1,fire,,0.4,4.3,45,3840,70,"[""Blaze"", ""Intimidate""]",1059860,45,65,40,60,40,70,7,0,Fire Cat Pokémon
Torracat,Nyaheatニャヒート,88.1,fire,,0.7,25.0,45,3840,70,"[""Blaze"", ""Intimidate""]",1059860,65,85,50,80,50,90,7,0,Fire Cat Pokémon
Incineroar,Gaogaenガオガエン,88.1,fire,dark,1.8,83.0,45,3840,70,"[""Blaze"", ""Intimidate""]",1059860,95,115,90,80,90,60,7,0,Heel Pokémon
Popplio,Ashimariアシマリ,88.1,water,,0.4,7.5,45,3840,70,"[""Torrent"", ""Liquid Voice""]",1059860,50,54,54,66,56,40,7,0,Sea Lion Pokémon
Brionne,Osyamariオシャマリ,88.1,water,,0.6,17.5,45,3840,70,"[""Torrent"", ""Liquid Voice""]",1059860,60,69,69,91,81,50,7,0,Pop Star Pokémon
Primarina,Ashireneアシレーヌ,88.1,water,fairy,1.8,44.0,45,3840,70,"[""Torrent"", ""Liquid Voice""]",1059860,80,74,74,126,116,60,7,0,Soloist Pokémon
Pikipek,Tsutsukeraツツケラ,50.0,normal,flying,0.3,1.2,255,3840,70,"[""Keen Eye"", ""Skill Link"", ""Pickup""]",1000000,35,75,30,30,30,65,7,0,Woodpecker Pokémon
Trumbeak,Kerarappaケララッパ,50.0,normal,flying,0.6,14.8,120,3840,70,"[""Keen Eye"", ""Skill Link"", ""Pickup""]",1000000,55,85,50,40,50,75,7,0,Bugle Beak Pokémon
Toucannon,Dodekabashiドデカバシ,50.0,normal,flying,1.1,26.0,45,3840,70,"[""Keen Eye"", ""Skill Link"", ""Sheer Force""]",1000000,80,120,75,75,75,60,7,0,Cannon Pokémon
Yungoos,Youngooseヤングース,50.0,normal,,0.4,6.0,255,3840,70,"[""Stakeout"", ""Strong Jaw"", ""Adaptability""]",1000000,48,70,30,30,30,45,7,0,Loitering Pokémon
Gumshoos,Dekagooseデカグース,50.0,normal,,0.7,14.2,127,3840,70,"[""Stakeout"", ""Strong Jaw"", ""Adaptability""]",1000000,88,110,60,55,60,45,7,0,Stakeout Pokémon
Grubbin,Agojimushiアゴジムシ,50.0,bug,,0.4,4.4,255,3840,70,"[""Swarm""]",1000000,47,62,45,55,45,46,7,0,Larva Pokémon
Charjabug,Dendimushiデンヂムシ,50.0,bug,electric,0.5,10.5,120,3840,70,"[""Battery""]",1000000,57,82,95,55,75,36,7,0,Battery Pokémon
Vikavolt,Kuwagannonクワガノン,50.0,bug,electric,1.5,45.0,45,3840,70,"[""Levitate""]",1000000,77,70,90,145,75,43,7,0,Stag Beetle Pokémon
Crabrawler,Makenkaniマケンカニ,50.0,fighting,,0.6,7.0,225,5120,70,"[""Hyper Cutter"", ""Iron Fist"", ""Anger Point""]",1000000,47,82,57,42,47,63,7,0,Boxing Pokémon
Crabominable,Kekenkaniケケンカニ,50.0,fighting,ice,1.7,180.0,60,5120,70,"[""Hyper Cutter"", ""Iron Fist"", ""Anger Point""]",1000000,97,132,77,62,67,43,7,0,Woolly Crab Pokémon
Oricorio,Odoridori (pachipachi Style)オドリドリ,24.6,fire,flying,0.6,3.4,45,5120,70,"[""Dancer""]",1000000,75,70,70,98,70,93,7,0,Dancing Pokémon
Cutiefly,Abulyアブリー,50.0,bug,fairy,0.1,0.2,190,5120,70,"[""Honey Gather"", ""Shield Dust"", ""Sweet Veil""]",1000000,40,45,40,55,40,84,7,0,Bee Fly Pokémon
Ribombee,Aburibbonアブリボン,50.0,bug,fairy,0.2,0.5,75,5120,70,"[""Honey Gather"", ""Shield Dust"", ""Sweet Veil""]",1000000,60,55,60,95,70,124,7,0,Bee Fly Pokémon
Rockruff,Iwankoイワンコ,50.0,rock,,0.5,9.2,190,3840,70,"[""Keen Eye"", ""Vital Spirit"", ""Steadfast""]",1000000,45,65,40,30,40,60,7,0,Puppy Pokémon
Lycanroc,Lugarugan (mahiru No Sugata)ルガルガン,50.0,rock,,,,90,3840,70,"[""Keen Eye"", ""Sand Rush"", ""Steadfast"", ""Keen Eye"", ""Vital Spirit"", ""No Guard""]",1000000,85,115,75,55,75,82,7,0,Wolf Pokémon
Wishiwashi,Yowashi (tandoku No Sugata)ヨワシ,50.0,water,,0.2,0.3,60,3840,70,"[""Schooling""]",800000,45,140,130,140,135,30,7,0,Small Fry Pokémon
Mareanie,Hidoideヒドイデ,50.0,poison,water,0.4,8.0,190,5120,70,"[""Merciless"", ""Limber"", ""Regenerator""]",1000000,50,53,62,43,52,45,7,0,Brutal Star Pokémon
Toxapex,Dohidoideドヒドイデ,50.0,poison,water,0.7,14.5,75,5120,70,"[""Merciless"", ""Limber"", ""Regenerator""]",1000000,50,63,152,53,142,35,7,0,Brutal Star Pokémon
Mudbray,Dorobankoドロバンコ,50.0,ground,,1.0,110.0,190,5120,70,"[""Own Tempo"", ""Stamina"", ""Inner Focus""]",1000000,70,100,70,45,55,45,7,0,Donkey Pokémon
Mudsdale,Banbadoroバンバドロ,50.0,ground,,2.5,920.0,60,5120,70,"[""Own Tempo"", ""Stamina"", ""Inner Focus""]",1000000,100,125,100,55,85,35,7,0,Draft Horse Pokémon
Dewpider,Shizukumoシズクモ,50.0,water,bug,0.3,4.0,200,3840,70,"[""Water Bubble"", ""Water Absorb""]",1000000,38,40,52,40,72,27,7,0,Water Bubble Pokémon
Araquanid,Onishizukumoオニシズクモ,50.0,water,bug,1.8,82.0,100,3840,70,"[""Water Bubble"", ""Water Absorb""]",1000000,68,70,92,50,132,42,7,0,Water Bubble Pokémon
Fomantis,Karikiriカリキリ,50.0,grass,,0.3,1.5,190,5120,70,"[""Leaf Guard"", ""Contrary""]",1000000,40,55,35,50,35,35,7,0,Sickle Grass Pokémon
Lurantis,Lalantesラランテス,50.0,grass,,0.9,18.5,75,5120,70,"[""Leaf Guard"", ""Contrary""]",1000000,70,105,90,80,90,45,7,0,Bloom Sickle Pokémon
Morelull,Nemasyuネマシュ,50.0,grass,fairy,0.2,1.5,190,5120,70,"[""Illuminate"", ""Effect Spore"", ""Rain Dish""]",1000000,40,35,55,65,75,15,7,0,Illuminating Pokémon
Shiinotic,Mashadeマシェード,50.0,grass,fairy,1.0,11.5,75,5120,70,"[""Illuminate"", ""Effect Spore"", ""Rain Dish""]",1000000,60,45,80,90,100,30,7,0,Illuminating Pokémon
Salandit,Yatoumoriヤトウモリ,88.1,poison,fire,0.6,4.8,120,5120,70,"[""Corrosion"", ""Oblivious""]",1000000,48,44,40,71,40,77,7,0,Toxic Lizard Pokémon
Salazzle,Ennewtエンニュート,0.0,poison,fire,1.2,22.2,45,5120,70,"[""Corrosion"", ""Oblivious""]",1000000,68,64,60,111,60,117,7,0,Toxic Lizard Pokémon
Stufful,Nuikogumaヌイコグマ,50.0,normal,fighting,0.5,6.8,140,3840,70,"[""Fluffy"", ""Klutz"", ""Cute Charm""]",1000000,70,75,50,45,50,50,7,0,Flailing Pokémon
Bewear,Kiterugumaキテルグマ,50.0,normal,fighting,2.1,135.0,70,3840,70,"[""Fluffy"", ""Klutz"", ""Unnerve""]",1000000,120,125,80,55,60,60,7,0,Strong Arm Pokémon
Bounsweet,Amakajiアマカジ,0.0,grass,,0.3,3.2,235,5120,70,"[""Leaf Guard"", ""Oblivious"", ""Sweet Veil""]",1059860,42,30,38,30,38,32,7,0,Fruit Pokémon
Steenee,Amamaikoアママイコ,0.0,grass,,0.7,8.2,120,5120,70,"[""Leaf Guard"", ""Oblivious"", ""Sweet Veil""]",1059860,52,40,48,40,48,62,7,0,Fruit Pokémon
Tsareena,Amajoアマージョ,0.0,grass,,1.2,21.4,45,5120,70,"[""Leaf Guard"", ""Queenly Majesty"", ""Sweet Veil""]",1059860,72,120,98,50,98,72,7,0,Fruit Pokémon
Comfey,Cuwawaキュワワー,24.6,fairy,,0.1,0.3,60,5120,70,"[""Flower Veil"", ""Triage"", ""Natural Cure""]",800000,51,52,90,82,110,100,7,0,Posy Picker Pokémon
Oranguru,Yareyuutanヤレユータン,50.0,normal,psychic,1.5,76.0,45,5120,70,"[""Inner Focus"", ""Telepathy"", ""Symbiosis""]",1250000,90,60,80,90,110,60,7,0,Sage Pokémon
Passimian,Nagetukesaruナゲツケサル,50.0,fighting,,2.0,82.8,45,5120,70,"[""Receiver"", ""Defiant""]",1250000,100,120,90,40,60,80,7,0,Teamwork Pokémon
Wimpod,Kosokumushiコソクムシ,50.0,bug,water,0.5,12.0,90,5120,70,"[""Wimp Out""]",1000000,25,35,40,20,30,80,7,0,Turn Tail Pokémon
Golisopod,Gusokumushaグソクムシャ,50.0,bug,water,2.0,108.0,45,5120,70,"[""Emergency Exit""]",1000000,75,125,140,60,90,40,7,0,Hard Scale Pokémon
Sandygast,Sunabaスナバァ,50.0,ghost,ground,0.5,70.0,140,3840,70,"[""Water Compaction"", ""Sand Veil""]",1000000,55,55,80,70,45,15,7,0,Sand Heap Pokémon
Palossand,Sirodethnaシロデスナ,50.0,ghost,ground,1.3,250.0,60,3840,70,"[""Water Compaction"", ""Sand Veil""]",1000000,85,75,110,100,75,35,7,0,Sand Castle Pokémon
Pyukumuku,Namakobushiナマコブシ,50.0,water,,0.3,1.2,60,3840,70,"[""Innards Out"", ""Unaware""]",800000,55,60,130,30,130,5,7,0,Sea Cucumber Pokémon
Type: Null,Type: Nullタイプ：ヌル,,normal,,1.9,120.5,3,30720,0,"[""Battle Armor""]",1250000,95,95,95,95,95,59,7,0,Synthetic Pokémon
Silvally,Silvadyシルヴァディ,,normal,,2.3,100.5,3,30720,0,"[""RKS System""]",1250000,95,95,95,95,95,95,7,0,Synthetic Pokémon
Minior,Metenoメテノ,,rock,flying,0.3,40.0,30 (Meteorite)255 (Core),6400,70,"[""Shields Down""]",1059860,60,100,60,100,60,120,7,0,Meteor Pokémon
Komala,Nekkoaraネッコアラ,50.0,normal,,0.4,19.9,45,5120,70,"[""Comatose""]",1250000,65,115,65,75,95,65,7,0,Drowsing Pokémon
Turtonator,Bakugamesバクガメス,50.0,fire,dragon,2.0,212.0,70,5120,70,"[""Shell Armor""]",1000000,60,78,135,91,85,36,7,0,Blast Turtle Pokémon
Togedemaru,Togedemaruトゲデマル,50.0,electric,steel,0.3,3.3,180,2560,70,"[""Iron Barbs"", ""Lightningrod"", ""Sturdy""]",1000000,65,98,63,40,73,96,7,0,Roly-Poly Pokémon
Mimikyu,Mimikkyuミミッキュ,50.0,ghost,fairy,0.2,0.7,45,5120,70,"[""Disguise""]",1000000,55,90,80,50,105,96,7,0,Disguise Pokémon
Bruxish,Hagigishiriハギギシリ,50.0,water,psychic,0.9,19.0,80,3840,70,"[""Dazzling"", ""Strong Jaw"", ""Wonder Skin ""]",1000000,68,105,70,70,70,92,7,0,Gnash Teeth Pokémon
Drampa,Jijilongジジーロン,50.0,normal,dragon,3.0,185.0,70,5120,70,"[""Berserk"", ""Sap Sipper"", ""Cloud Nine""]",1000000,78,60,85,135,91,36,7,0,Placid Pokémon
Dhelmise,Dadarinダダリン,,ghost,grass,3.9,210.0,25,6400,70,"[""Steelworker""]",1000000,70,131,100,86,90,40,7,0,Sea Creeper Pokémon
Jangmo-o,Jyarakoジャラコ,50.0,dragon,,0.6,29.7,45,10240,70,"[""Bulletproof"", ""Soundproof"", ""Overcoat""]",1250000,45,55,65,45,45,45,7,0,Scaly Pokémon
Hakamo-o,Jyarangoジャランゴ,50.0,dragon,fighting,1.2,47.0,45,10240,70,"[""Bulletproof"", ""Soundproof"", ""Overcoat""]",1250000,55,75,90,65,70,65,7,0,Scaly Pokémon
Kommo-o,Jyararangaジャラランガ,50.0,dragon,fighting,1.6,78.2,45,10240,70,"[""Bulletproof"", ""Soundproof"", ""Overcoat""]",1250000,75,110,125,100,105,85,7,0,Scaly Pokémon
Tapu Koko,Kapu-kokekoカプ・コケコ,,electric,fairy,1.8,20.5,3,3840,70,"[""Electric Surge"", ""Telepathy""]",1250000,70,115,85,95,75,130,7,1,Land Spirit Pokémon
Tapu Lele,Kapu-tetefuカプ・テテフ,,psychic,fairy,1.2,18.6,3,3840,70,"[""Psychic Surge"", ""Telepathy""]",1250000,70,85,75,130,115,95,7,1,Land Spirit Pokémon
Tapu Bulu,Kapu-bululカプ・ブルル,,grass,fairy,1.9,45.5,3,3840,70,"[""Grassy Surge"", ""Telepathy""]",1250000,70,130,115,85,95,75,7,1,Land Spirit Pokémon
Tapu Fini,Kapu-rehireカプ・レヒレ,,water,fairy,1.3,21.2,3,3840,70,"[""Misty Surge"", ""Telepathy""]",1250000,70,75,115,95,130,85,7,1,Land Spirit Pokémon
Cosmog,Cosmogコスモッグ,,psychic,,0.2,0.1,45,30720,0,"[""Unaware""]",1250000,43,29,31,29,31,37,7,1,Nebula Pokémon
Cosmoem,Cosmovumコスモウム,,psychic,,0.1,999.9,45,30720,0,"[""Sturdy""]",1250000,43,29,131,29,131,37,7,1,Protostar Pokémon
Solgaleo,Solgaleoソルガレオ,,psychic,steel,3.4,230.0,45,30720,0,"[""Full Metal Body""]",1250000,137,137,107,113,89,97,7,1,Sunne Pokémon
Lunala,Lunalaルナアーラ,,psychic,ghost,4.0,120.0,45,30720,0,"[""Shadow Shield""]",1250000,137,113,89,137,107,97,7,1,Moone Pokémon
Nihilego,Uturoidウツロイド,,rock,poison,1.2,55.5,45,30720,0,"[""Beast Boost""]",1250000,109,53,47,127,131,103,7,1,Parasite Pokémon
Buzzwole,Massivoonマッシブーン,,bug,fighting,2.4,333.6,25,30720,0,"[""Beast Boost""]",1250000,107,139,139,53,53,79,7,1,Swollen Pokémon
Pheromosa,Pheroacheフェローチェ,,bug,fighting,1.8,25.0,255,30720,0,"[""Beast Boost""]",1250000,71,137,37,137,37,151,7,1,Lissome Pokémon
Xurkitree,Denjyumokuデンジュモク,,electric,,3.8,100.0,30,30720,0,"[""Beast Boost""]",1250000,83,89,71,173,71,83,7,1,Glowing Pokémon
Celesteela,Tekkaguyaテッカグヤ,,steel,flying,9.2,999.9,25,30720,0,"[""Beast Boost""]",1250000,97,101,103,107,101,61,7,1,Launch Pokémon
Kartana,Kamiturugiカミツルギ,,grass,steel,0.3,0.1,255,30720,0,"[""Beast Boost""]",1250000,59,181,131,59,31,109,7,1,Drawn Sword Pokémon
Guzzlord,Akuzikingアクジキング,,dark,dragon,5.5,888.0,15,30720,0,"[""Beast Boost""]",1250000,223,101,53,97,53,43,7,1,Junkivore Pokémon
Necrozma,Necrozmaネクロズマ,,psychic,,2.4,230.0,3,30720,0,"[""Prism Armor""]",1250000,97,107,101,127,89,79,7,1,Prism Pokémon
Magearna,Magearnaマギアナ,,steel,fairy,1.0,80.5,3,30720,0,"[""Soul-Heart""]",1250000,80,95,115,130,115,65,7,1,Artificial Pokémon
