MAL_ID,Name,Avg Score,Genre Count,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-1,Score-2,Score-3,Score-4,Score-5,Score-6,Score-7,Score-8,Score-9,Score-10
4480,Ryoujoku Guerrilla Kari 3,6,1,Unknown,凌辱ゲリラ狩り3,OVA,2,"Feb 29, 2008 to Apr 25, 2008",Unknown,Suzuki Mirano,Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,0,8585,2221,9,255,892,138,119,817,21,16,25,51,102,129,110,40,31,58
4481,Saiyuuki,6,1,Alakazam the Great,西遊記,Movie,1,"Aug 14, 1960",Unknown,Unknown,Unknown,Toei Animation,Novel,1 hr. 28 min.,G - All Ages,6781,8472,2306,8,65,1278,31,88,844,11,19,30,67,145,221,187,106,62,51
4483,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,7,5,Someday's Dreamers II:Sora,魔法遣いに大切なこと ～夏のソラ～,TV,12,"Jul 3, 2008 to Sep 25, 2008",Summer 2008,"Geneon Universal Entertainment, TV Asahi",Sentai Filmworks,Hal Film Maker,Manga,23 min. per ep.,G - All Ages,2401,3475,22240,63,1148,7276,1019,921,11876,31,27,49,152,472,852,1871,1586,767,403
4484,"Umi no Yami, Tsuki no Kage",6,5,"Darkness of the Sea, Shadow of the Moon",海の闇、月の影,OVA,3,"Oct 14, 1989",Unknown,Movic,Unknown,Magic Bus,Manga,30 min. per ep.,R - 17+ (violence & profanity),8176,9880,1293,0,53,385,30,45,780,10,10,11,26,54,75,67,25,9,9
4485,Kasei Yakyoku,6,3,Nightsong of Splendor,華星夜曲,OVA,4,"Mar 25, 1989 to Sep 25, 1989",Unknown,Tokuma Japan,Unknown,Magic Bus,Manga,28 min. per ep.,R+ - Mild Nudity,4852,9001,1894,4,70,606,55,64,1099,6,4,13,17,46,104,163,100,35,29
4486,Getter Robo G,6,4,Getter Robo G,ゲッターロボG,TV,39,"May 15, 1975 to Mar 25, 1976",Spring 1975,"Fuji TV, Dynamic Planning",Unknown,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,5748,8588,2222,9,98,913,88,112,1011,7,7,20,43,96,143,201,105,51,41
4487,Ebenbourg no Kaze,5,1,Unknown,エーベンブルグの風,OVA,2,"Jul 25, 2003 to Sep 26, 2003",Unknown,NuTech Digital,Unknown,Unknown,Visual novel,29 min. per ep.,Rx - Hentai,0,9497,1537,2,109,819,67,88,454,26,21,36,53,101,91,99,39,16,27
4488,Keraku-No-OH King of Pleasure,5,1,Unknown,けらく[快楽]の王,OVA,3,"Jul 18, 2002 to Dec 18, 2002",Unknown,NuTech Digital,Unknown,Unknown,Visual novel,29 min. per ep.,Rx - Hentai,0,9370,1621,7,141,839,96,97,448,26,31,30,52,110,105,92,59,31,48
4489,Septem Charm Magical Kanan: SP Summer Camp,5,1,Unknown,Septem Charm まじかるカナン SP どきどき♥サマーキャンプ!,Special,2,"Aug 25, 2002 to Feb 25, 2003",Unknown,Lemon Heart,Unknown,Unknown,Unknown,30 min. per ep.,Rx - Hentai,0,9394,1607,4,137,724,81,85,580,16,16,25,44,90,107,83,30,24,28
4490,Soap no Moko-chan,6,1,My Fair Masseuse,SOAPのMOKOちゃん,OVA,1,"Jun 21, 1996",Unknown,Unknown,Media Blasters,Unknown,Manga,40 min.,Rx - Hentai,0,9699,1426,6,87,758,58,74,449,12,12,27,35,81,114,110,63,28,33
4491,Choisuji,6,1,Unknown,ちょいすじ,OVA,2,"Jun 22, 2007 to Nov 23, 2007",Unknown,Animac,Unknown,Blue Cat,Manga,24 min. per ep.,Rx - Hentai,0,6102,5774,26,350,3721,222,211,1270,79,65,119,202,359,541,517,294,135,198
4492,Seisen Gakuin,5,1,Holy Sleazy School,聖泉学淫,OVA,1,"Jun 25, 2007",Unknown,"Jam, MS Pictures",Unknown,Studio Jam,Original,18 min.,Rx - Hentai,0,7881,2925,18,247,1485,141,122,930,31,37,54,109,190,200,138,64,33,57
4493,Shameshrine Andorora,6,2,Unknown,恥宮のアンドローラ,OVA,1,"Jun 15, 2001",Unknown,Obtain Future,Unknown,Unknown,Original,25 min.,Rx - Hentai,0,8104,2673,16,194,1406,115,115,843,24,34,41,83,146,178,207,100,51,84
4494,Enyoku,6,1,Unknown,艶欲 - ゑんよく,OVA,1,"Apr 25, 2007",Unknown,Milky Animation Label,Unknown,Studio Jam,Manga,30 min.,Rx - Hentai,0,7602,3274,10,210,2079,150,119,716,25,28,44,112,243,304,267,143,72,98
4495,Hyakkiyakou: Warashi,5,1,Unknown,百喜夜行　～わらし～,OVA,1,"Oct 25, 2000",Unknown,MS Pictures,Unknown,Unknown,Manga,30 min.,Rx - Hentai,0,11372,680,1,52,306,31,68,223,20,10,22,20,54,35,15,12,2,11
4496,Zero Sum Game: Sex Crime,5,1,Zero Sum Game,ZERO SUM GAME -SEX CRIME-,OVA,1,"Oct 25, 2001",Unknown,Blue Eyes,Unknown,Green Bunny,Manga,30 min.,Rx - Hentai,0,8643,2152,12,174,1037,88,124,729,40,42,54,99,160,124,96,26,17,37
4497,Kijutsushi x Majutsushi: Osaka Tanteibu no Jikenbo,5,1,Unknown,奇術師×魔術師 王坂学園探偵部の事件簿,OVA,1,"Apr 26, 2002",Unknown,Pink Pineapple,Unknown,Unknown,Unknown,27 min.,Rx - Hentai,0,10808,856,0,44,428,37,68,279,21,30,27,38,69,43,22,10,3,9
4498,Ikenie,5,1,Unknown,聖贄 (いけにえ),OVA,1,"Apr 30, 1999",Unknown,Y.O.U.C,Media Blasters,Unknown,Manga,30 min.,Rx - Hentai,0,9609,1482,2,93,744,54,83,508,33,24,31,68,102,89,92,38,11,21
4502,Stringendo+Accelerando Ultimatum Sera,7,1,Unknown,ストリンジェンド & アッチェレランド ULTIMATUM ～SERA～,OVA,3,"May 23, 2008 to Oct 31, 2008",Unknown,Pink Pineapple,Unknown,Unknown,Manga,30 min. per ep.,Rx - Hentai,0,4471,12596,100,943,7633,488,355,3177,65,50,88,166,357,653,1310,1175,649,671
4503,Choujikuu Kidan Southern Cross,6,4,Robotech Masters,超時空騎団サザンクロス,TV,23,"Apr 15, 1984 to Sep 30, 1984",Spring 1984,Big West,ADV Films,"Tatsunoko Production, Studio World",Original,23 min. per ep.,R+ - Mild Nudity,5471,5974,6112,21,203,3446,213,224,2026,13,31,56,195,344,603,762,388,197,145
4504,Kinkyuu Hasshin Saver Kids,6,5,Emergency Departure Rescue Kids,緊急発進セイバーキッズ,TV,50,"Feb 19, 1991 to Feb 18, 1992",Winter 1991,"TV Tokyo, Sotsu",Unknown,Tokyo Movie Shinsha,Original,25 min. per ep.,PG-13 - Teens 13 or older,5918,11755,583,2,32,226,22,72,231,3,1,3,8,24,25,43,16,13,8
4508,D.C.S.S: Da Capo Second Season Omake,6,3,D.C.S.S:Da Capo Second Season Omake,D.C. ～ダ・カーポ～ セコンドシースン Omake,Special,2,"Oct 5, 2005 to Apr 5, 2006",Unknown,Unknown,Unknown,feel.,Visual novel,7 min. per ep.,PG-13 - Teens 13 or older,5290,5974,6100,3,170,3044,142,132,2612,28,24,41,93,215,388,503,255,138,147
4509,Captain Future: Kareinaru Taiyokei Race,6,3,Unknown,キャプテンフューチャー・華麗なる太陽系レース,Special,1,"Dec 31, 1978",Unknown,Unknown,Unknown,Unknown,Unknown,58 min.,PG-13 - Teens 13 or older,8132,11092,759,3,21,415,19,54,250,7,7,11,20,47,73,54,32,8,9
4511,Hoero! Bun Bun,6,2,Unknown,ほえろブンブン,TV,39,"Oct 9, 1980 to Jul 9, 1981",Fall 1980,"TV Tokyo, Wako Productions",Unknown,Unknown,Unknown,23 min. per ep.,G - All Ages,6593,11443,667,2,27,286,25,81,248,5,5,4,6,28,40,43,24,11,7
4513,Hakujaden,6,4,The Great White Snake,白蛇伝,Movie,1,"Oct 22, 1958",Unknown,Unknown,Unknown,Toei Animation,Other,1 hr. 18 min.,G - All Ages,7590,7068,4040,5,96,2092,49,82,1721,20,23,59,123,271,452,368,176,64,54
4514,Seton Doubutsuki: Kuma no Ko Jacky,6,3,Monarch:The Big Bear of Tallac,シートン動物記　くまの子ジャッキー,TV,26,"Jun 7, 1977 to Dec 16, 1977",Summer 1977,Unknown,Unknown,Nippon Animation,Unknown,24 min. per ep.,G - All Ages,4920,9360,1634,5,42,1136,42,130,284,6,9,20,34,98,158,234,106,51,73
4515,Seton Doubutsuki: Risu no Banner,6,2,Bannertail:The Story of Gray Squirrel,シートン動物記　りすのバナ,TV,26,"Apr 7, 1979 to Sep 29, 1979",Spring 1979,Unknown,Unknown,Nippon Animation,Unknown,23 min. per ep.,G - All Ages,5583,10079,1179,3,37,683,38,110,311,9,7,9,14,65,102,129,53,25,44
4521,Watt Poe to Bokura no Ohanashi,6,2,Watt Poe,ワット・ボーとぼくらのお話,OVA,1,"Aug 12, 1988",Unknown,"Konami, Pony Canyon",Unknown,Unknown,Unknown,54 min.,PG - Children,7747,12026,515,0,14,238,15,47,201,2,3,5,11,38,46,40,15,8,7
4522,Bounty Hunter: The Hard,5,2,Unknown,ザ・ハ－ド,OVA,1,"May 1, 1996",Unknown,Unknown,Unknown,J.C.Staff,Manga,48 min.,R+ - Mild Nudity,8867,10545,958,0,37,533,18,43,327,7,9,24,44,91,106,87,25,9,9
4524,Shenmue: The Movie,6,4,Unknown,シェンムー・ザ・ムービー,Movie,1,"Sep 8, 2001",Unknown,Unknown,Unknown,Unknown,Game,1 hr. 30 min.,PG-13 - Teens 13 or older,7896,9989,1224,7,48,596,31,42,507,12,8,27,40,45,85,99,54,16,35
4531,Dark Cat,3,5,Unknown,ダークキャット,OVA,1,"Nov 28, 1991",Unknown,Nikkatsu,Media Blasters,Unknown,Manga,50 min.,R - 17+ (violence & profanity),11048,7471,3470,8,82,2138,48,91,1111,505,360,245,250,163,119,87,29,9,45
4532,Taiyou no Yuusha Fighbird,6,3,Brave of the Sun Fighbird,太陽の勇者ファイバード,TV,48,"Feb 2, 1991 to Feb 1, 1992",Winter 1991,Nagoya Broadcasting Network,Unknown,Sunrise,Unknown,23 min. per ep.,G - All Ages,4944,8315,2481,11,133,545,117,112,1574,2,3,5,27,46,78,103,84,27,65
4533,Uchuu Kazoku Carlvinson,6,3,Unknown,宇宙家族カールビンソン,OVA,1,"Dec 21, 1988",Unknown,Unknown,Unknown,Doga Kobo,Manga,45 min.,PG-13 - Teens 13 or older,6129,9034,1872,6,65,934,31,40,802,2,9,15,32,94,194,196,116,27,26
4534,Choujin Locke: Shinsekai Sentai,5,3,Locke the Superman:New World Command,超人ロック 新世界戦隊,OVA,2,"Aug 22, 1991 to Oct 24, 1991",Unknown,Bandai,Unknown,Nippon Animation,Manga,50 min. per ep.,PG-13 - Teens 13 or older,8283,10436,1009,1,41,420,26,41,481,5,6,8,27,63,82,55,22,10,13
4535,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,6,3,Unknown,Candy boy -Nonchalant talk of the certain twin sisters in daily life-,ONA,7,"May 2, 2008 to May 8, 2009",Unknown,Half H.P Studio,Unknown,AIC,Original,15 min. per ep.,PG-13 - Teens 13 or older,4135,1930,63506,340,2845,37366,1926,2335,19034,234,340,597,1460,3258,5374,8293,5974,2783,2041
4536,Muteki Robo Trider G7,6,4,Invincible Robo Trider G7,無敵ロボトライダーG7,TV,50,"Feb 2, 1980 to Jan 3, 1981",Winter 1980,Sotsu,Unknown,Sunrise,Original,24 min. per ep.,G - All Ages,6319,10678,899,1,51,329,42,98,379,5,10,6,14,37,58,66,33,15,17
4537,Yagami-kun no Katei no Jijou,6,1,Unknown,八神くんの家庭の事情,OVA,3,"May 25, 1990",Unknown,Kitty Films,Unknown,Production I.G,Manga,30 min. per ep.,PG-13 - Teens 13 or older,7470,9879,1309,5,56,641,29,65,518,12,7,30,44,67,103,117,61,26,23
4540,Gundam: Mission to the Rise,5,3,Gundam:Mission To The Rise,GUNDAM Mission to the Rise,Special,1,"Aug 1, 1998",Unknown,Unknown,Unknown,Sunrise,Unknown,2 min.,PG-13 - Teens 13 or older,9467,6861,4332,5,94,2533,57,99,1549,47,47,98,172,426,403,237,108,46,52
4541,Vicious,5,1,Vicious,ヴィシャス,OVA,2,"Jan 18, 2001 to May 1, 2001",Unknown,Unknown,NuTech Digital,Unknown,Manga,30 min. per ep.,Rx - Hentai,0,9192,1740,2,110,982,51,100,497,20,25,39,70,113,134,124,65,30,38
4544,Wanghu Sim Cheong,0,1,Unknown,왕후 심청,Movie,1,"Aug 12, 2005",Unknown,SEK Studios,Unknown,Unknown,Unknown,1 hr. 35 min.,G - All Ages,12776,12281,470,2,17,65,19,45,324,1,0,0,2,4,5,12,9,3,9
4547,RoboDz,0,1,Unknown,ロボディーズ-RoboDz-風雲篇,TV,26,"Jun 2, 2008 to Nov 24, 2008",Summer 2008,Unknown,Unknown,Toei Animation,Unknown,5 min. per ep.,PG - Children,11730,13948,263,0,24,61,7,61,110,9,0,1,4,10,3,8,1,0,4
4548,Yozakura Quartet,6,6,Unknown,夜桜四重奏 ～ヨザクラカルテット～,TV,12,"Oct 3, 2008 to Dec 19, 2008",Fall 2008,TBS,Sentai Filmworks,Nomad,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4291,1221,119643,173,7600,40256,4937,5457,61393,157,186,417,1231,3277,6556,10439,5941,2208,1233
4549,Hokuto no Ken: Raoh Gaiden Ten no Haoh,7,3,Legends of the Dark King:A Fist of the North Star Story,北斗の拳 ラオウ外伝 天の覇王,TV,13,"Oct 3, 2008 to Dec 26, 2008",Fall 2008,"Showgate, Index",Sentai Filmworks,Satelight,Manga,24 min. per ep.,R - 17+ (violence & profanity),3046,4839,10376,30,513,5086,410,431,3936,35,22,52,121,322,629,1244,921,399,301
4550,Hyakko,7,3,Unknown,ヒャッコ,TV,13,"Oct 2, 2008 to Dec 25, 2008",Fall 2008,Flex Comix,Nozomi Entertainment,Nippon Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2525,2524,40506,116,1653,22740,1785,2550,11778,80,93,217,483,1424,2821,5634,4916,2281,930
4551,Hakushaku to Yousei,7,6,Earl and Fairy,伯爵と妖精,TV,12,"Sep 29, 2008 to Dec 24, 2008",Fall 2008,Unknown,Discotek Media,Artland,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,2423,1366,102568,618,4508,62792,3594,3992,27682,123,233,432,1300,3695,7650,13663,10796,5952,4103
4553,Sukima no Kuni no Polta,5,1,Unknown,スキマの国のポルタ,TV,13,"Sep 15, 2005 to Jul 19, 2007",Fall 2005,Aniplex,Unknown,Unknown,Unknown,5 min. per ep.,G - All Ages,8546,13128,336,2,18,145,9,55,109,3,2,9,12,26,24,17,9,2,9
4554,Dokkiri Doctor,6,3,Startling Doctor,どっきりドクター,TV,26,"Oct 21, 1998 to Jun 23, 1999",Fall 1998,Unknown,Unknown,Studio Pierrot,Manga,25 min. per ep.,PG-13 - Teens 13 or older,5563,10673,906,2,47,252,52,96,459,8,4,3,12,32,39,64,27,15,11
4555,Yakata Jukujo,6,1,Milf Mansion,館熟女,OVA,2,"Dec 7, 2007 to Mar 7, 2008",Unknown,Digital Works,Unknown,Y.O.U.C,Visual novel,30 min. per ep.,Rx - Hentai,0,7100,3993,8,296,2387,170,206,934,35,68,61,139,273,383,298,178,102,108
4556,Mirai Choujuu Fobia,4,2,Fobia,未来超獣フォビア,OVA,2,"Oct 27, 1995 to Sep 27, 1996",Unknown,Unknown,Unknown,Unknown,Unknown,42 min. per ep.,Rx - Hentai,0,10389,1033,0,88,422,45,80,398,31,31,23,63,60,34,18,8,3,11
4557,Handle With Care..,5,1,Unknown,Handle with Care..,OVA,1,"Mar 25, 2002",Unknown,Milky Animation Label,Unknown,Unknown,Unknown,30 min.,Rx - Hentai,0,10757,874,0,63,309,52,78,372,22,14,20,29,38,30,22,4,4,11
4558,Yukiyo Ichiya Monogatari,5,2,Snow Night Stories,雪夜一夜物語,OVA,3,"Mar 18, 2004 to Jul 29, 2005",Unknown,Schoolzone,Unknown,Unknown,Original,15 min. per ep.,Rx - Hentai,0,9406,1602,2,115,847,81,103,456,20,21,41,64,123,133,87,44,24,34
4560,Matou Kitan Zankan!,5,1,Unknown,魔討綺譚 ZANKAN（斬奸）!,OVA,2,"Sep 27, 1996 to Jan 24, 1997",Unknown,"Pink Pineapple, AIC",Unknown,Unknown,Unknown,30 min. per ep.,Rx - Hentai,0,11139,750,1,53,345,30,72,250,19,19,22,32,57,37,29,7,2,9
4561,Zoku Gosenzo San'e,5,2,Unknown,続・御先祖賛江,OVA,4,"Oct 25, 2000 to Apr 25, 2001",Unknown,"AIC, Green Bunny",Unknown,Unknown,Original,30 min. per ep.,Rx - Hentai,0,9759,1381,1,95,658,62,100,466,28,24,26,62,78,106,62,32,13,31
4562,Chikan Juunin-tai The Animation,5,1,Unknown,痴漢十人隊 THE ANIMATION,OVA,5,"Jul 8, 2004 to Aug 7, 2004",Unknown,Soft on Demand,Unknown,Unknown,Original,30 min. per ep.,Rx - Hentai,0,8523,2281,7,201,1156,107,136,681,24,29,26,52,166,154,131,79,37,46
4563,Bakukyuu Hit! Crash B-Daman,6,3,Unknown,爆球HIT! クラッシュビーダマン,TV,50,"Jan 9, 2006 to Dec 25, 2006",Winter 2006,Heewon Entertainment,Unknown,SynergySP,Unknown,23 min. per ep.,PG - Children,8179,9529,1509,13,84,685,55,120,565,12,22,22,35,86,126,102,48,17,40
4565,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,8,5,Gurren Lagann The Movie:The Lights in the Sky are Stars,天元突破グレンラガン 螺巌篇,Movie,1,"Apr 22, 2009",Unknown,Aniplex,Aniplex of America,Gainax,Original,2 hr. 5 min.,R+ - Mild Nudity,82,876,168762,989,3490,112502,1445,972,50353,450,105,155,369,1104,2910,9139,19604,22202,23194
4566,Prism Ark Specials,6,5,Unknown,プリズム・アーク ぷりあーく,Special,6,"Dec 21, 2007 to May 23, 2008",Unknown,"Front Line, Pencil",Unknown,Unknown,Unknown,4 min. per ep.,PG-13 - Teens 13 or older,7614,8774,2037,0,54,1083,53,58,789,13,17,26,42,102,164,136,90,29,32
4567,Armageddon,4,3,Armageddon,아마게돈,Movie,1,"Jan 19, 1996",Unknown,Unknown,Manga Entertainment,Unknown,Manga,1 hr. 26 min.,PG-13 - Teens 13 or older,10980,9846,1318,2,38,799,14,63,404,130,96,79,94,77,59,42,9,6,11
4574,Saikyou Robot Daiouja,0,4,Unknown,最強ロボ ダイオージャ,TV,50,"Jan 31, 1981 to Jan 30, 1982",Winter 1981,"Sotsu, Nagoya Broadcasting Network",Unknown,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,11762,11617,614,1,37,160,27,80,310,8,1,5,13,18,21,29,11,4,11
4575,Junk Story: Tetsukuzu Monogatari,4,3,Unknown,JUNK STORY 鉄屑物語,OVA,1,"Jan 21, 1999",Unknown,Ripple Film,Unknown,Unknown,Unknown,28 min.,Rx - Hentai,0,10728,879,1,65,366,38,71,339,22,19,24,52,68,28,19,7,3,10
4578,Time Bokan Oudou Fukko,6,5,Time Bokan:Royal Revival,タイムボカン王道復古,OVA,2,"Nov 26, 1993 to Jan 1, 1994",Unknown,Victor Entertainment,Sentai Filmworks,Tatsunoko Production,Unknown,30 min. per ep.,R+ - Mild Nudity,7775,9306,1662,1,65,608,42,89,858,16,8,14,27,80,124,110,52,15,18
4581,Shikabane Hime: Aka,7,4,Corpse Princess:Aka,屍姫 赫,TV,13,"Oct 2, 2008 to Dec 25, 2008",Fall 2008,"Square Enix, Starchild Records",Funimation,"Gainax, feel.",Manga,24 min. per ep.,R - 17+ (violence & profanity),2613,1337,105202,239,5036,50514,3832,4278,41542,109,169,392,1043,2822,5803,12902,10561,4575,2194
4584,Topo Gigio,6,3,Return of Topo Gigio,帰って来た　トッポ・ジージョ,TV,21,"Apr 27, 1988 to Sep 21, 1988",Spring 1988,Unknown,Unknown,Nippon Animation,Unknown,26 min. per ep.,PG - Children,7333,9435,1581,2,31,1199,30,131,190,14,13,22,56,143,250,184,72,37,45
4586,Daisuki! BuBu ChaCha,7,1,I love BuBu ChaCha,だいすき! ぶぶチャチャ,TV,26,"May 10, 2001 to Nov 29, 2001",Spring 2001,Amino,Unknown,Daume,Original,25 min. per ep.,G - All Ages,3159,9803,1361,7,40,872,51,151,247,7,5,2,12,50,102,212,133,65,72
4590,Soukan Yuugi,6,1,Sexual Pursuit,相姦遊戯,OVA,2,"Aug 10, 2007 to Nov 9, 2007",Unknown,"Y.O.U.C, Media Blasters",Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,0,5543,7360,58,496,4669,274,234,1687,44,43,74,149,350,635,780,524,259,325
4591,Yoiko,6,4,Unknown,よいこ,TV,20,"Nov 6, 1998 to Mar 26, 1999",Fall 1998,TBS,Unknown,Studio Pierrot,Manga,12 min. per ep.,R+ - Mild Nudity,6907,7050,4055,3,268,1192,191,294,2110,16,26,41,72,195,269,241,130,55,44
4596,Code Geass: Hangyaku no Lelouch Special Edition - Black Rebellion,7,5,Unknown,コードギアス 反逆のルルーシュ SPECIAL EDITION BLACK REBELLION,OVA,1,"Feb 22, 2008",Unknown,"Bandai Visual, Mainichi Broadcasting System",Unknown,Sunrise,Original,1 hr. 57 min.,R - 17+ (violence & profanity),1210,2750,34678,77,645,21168,529,459,11877,101,54,97,174,641,1331,3142,3214,1820,1958
4597,Kouya no Shounen Isamu,6,3,Unknown,荒野の少年イサム,TV,52,"Apr 4, 1973 to Mar 27, 1974",Spring 1973,"Fuji TV, Shin-Ei Animation",Unknown,Unknown,Unknown,24 min. per ep.,G - All Ages,7003,11056,771,4,42,259,33,89,348,2,4,8,14,29,41,40,14,12,10
4598,Urikupen Kyuujo-tai,0,3,Urikupen Rescue Team,ウリクペン救助隊,TV,156,"Sep 30, 1974 to Mar 29, 1975",Fall 1974,Unknown,Unknown,Tatsunoko Production,Original,5 min. per ep.,G - All Ages,12733,13227,327,0,14,113,10,86,104,6,4,4,10,13,10,11,4,5,5
4599,Tanoshii Willow Town,6,2,Unknown,楽しいウイロータウン,TV,26,"Oct 7, 1993 to Mar 31, 1994",Fall 1993,"TV Tokyo, Enoki Films",Unknown,Unknown,Book,23 min. per ep.,PG - Children,7168,11473,652,4,21,364,19,77,171,3,6,5,13,53,64,50,22,12,19
4600,Aneki... My Sweet Elder Sister The Animation,6,1,Aneki... My Sweet Elder Sister:The Animation,あねき… MY SWEET ELDER SISTER THE ANIMATION,OVA,4,"Sep 28, 2007 to Jul 29, 2011",Unknown,"Pink Pineapple, T-Rex",Unknown,Office Takeout,Manga,30 min. per ep.,Rx - Hentai,0,4689,11243,112,1328,6272,551,522,2570,83,73,107,200,476,746,1063,763,431,499
4601,Fairy Forest Remi-chan,4,1,Fairy Forest Remi-chan,フェアリーフォレスト レミちゃん,OVA,1,"Apr 21, 2000",Unknown,Adult Source Media,Unknown,Unknown,Unknown,23 min.,Rx - Hentai,0,8937,1920,10,110,1135,59,101,515,109,86,83,87,134,89,64,35,21,39
4603,Kibun Kibun,5,1,Unknown,気分きぶん,OVA,2,"Feb 25, 2003 to May 25, 2003",Unknown,Milky Animation Label,Unknown,Unknown,Manga,30 min. per ep.,Rx - Hentai,0,9860,1320,2,92,586,59,72,511,24,17,25,43,80,91,65,29,16,20
4604,Reijou Caster: Ingyaku no Wana,5,1,Unknown,隷嬢キャスター 〜淫虐の罠〜,OVA,1,"Apr 18, 2003",Unknown,Unknown,Unknown,Unknown,Visual novel,52 min.,Rx - Hentai,0,9565,1489,1,127,708,68,87,499,18,26,43,56,85,81,59,23,10,25
4606,Tsuki Kagerou,5,2,Unknown,月陽炎,OVA,3,"Jun 25, 2002 to Jun 25, 2003",Unknown,Milky Animation Label,Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,0,9069,1832,4,145,719,84,138,746,33,17,42,49,102,106,66,26,12,31
4607,Tsuma to Mama to Boin,6,1,Cantaloupe Collector,妻とママとボイン,OVA,2,"Jan 25, 2007 to Jul 25, 2007",Unknown,Milky Animation Label,Kitty Media,Flavors Soft,Visual novel,30 min. per ep.,Rx - Hentai,0,5877,6415,41,563,3608,296,254,1694,42,41,62,102,327,486,596,347,171,261
4608,Yuuwaku Countdown: Akira,5,1,Countdown:Akira Complex,誘惑 COUNT DOWN 鏡 AKIRA,OVA,3,"Mar 28, 1997 to Aug 29, 1997",Unknown,Pink Pineapple,SoftCel Pictures,Unknown,Manga,30 min. per ep.,Rx - Hentai,0,9097,1817,7,111,799,60,108,739,31,20,26,46,106,135,89,63,20,30
4614,Moero Arthur: Hakuba no Ouji,6,4,Unknown,燃えろアーサー・白馬の王子,TV,22,"Apr 6, 1980 to Sep 21, 1980",Spring 1980,Unknown,Unknown,Toei Animation,Unknown,24 min. per ep.,PG-13 - Teens 13 or older,7464,11510,643,2,26,283,17,82,235,1,3,6,9,30,64,31,21,7,9
4615,Yama Nezumi Rocky Chuck,6,3,Fables of the Green Forest,山ねずみ ロッキーチャック,TV,52,"Jan 7, 1973 to Dec 30, 1973",Winter 1973,"Mushi Production, Fuji TV",Unknown,Nippon Animation,Unknown,26 min. per ep.,G - All Ages,7842,10291,1082,2,51,421,52,120,438,7,8,11,22,66,65,63,35,12,12
4616,Yumemiru Topo Gigio,6,3,Unknown,夢見るトッポ・ジージョ,TV,13,"Oct 7, 1988 to Dec 30, 1988",Fall 1988,Unknown,Unknown,Nippon Animation,Unknown,26 min. per ep.,PG - Children,8009,11222,729,0,15,488,14,85,127,10,8,12,19,54,103,65,38,11,19
4617,Nana Toshi Monogatari: Hokkyokukai Sensen,6,2,Unknown,七都市物語 ～北極海戦線～,OVA,2,"Jun 22, 1994",Unknown,"animate Film, Studio Junio, Sony Music Entertainment",Unknown,Unknown,Novel,29 min. per ep.,PG-13 - Teens 13 or older,7124,8834,1997,3,65,881,33,39,979,5,10,19,51,138,166,212,92,29,18
4618,RideBack,7,5,Ride Back,ライドバック,TV,12,"Jan 12, 2009 to Mar 30, 2009",Winter 2009,Geneon Universal Entertainment,Funimation,Madhouse,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2405,2472,42283,133,1767,23727,1669,1897,13223,57,64,154,479,1399,2839,5802,5099,2503,1143
4621,Arisubyeon-ui Kkumnamu,0,2,The Olympic Challenge,아리수변의 꿈나무,Movie,1,1987,Unknown,"KBS, Shinwon Productions",Unknown,Unknown,Unknown,1 hr. 15 min.,G - All Ages,13339,14383,230,0,10,60,4,59,97,1,2,3,1,8,1,10,5,1,4
4638,Milkyway,5,2,Unknown,Milkyway,OVA,2,"Jun 25, 2003 to Aug 25, 2003",Unknown,Lemon Heart,Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,0,9974,1244,2,96,560,63,73,452,16,18,24,42,67,74,39,25,14,22
